,0,1,2,3
501,ba,ba_construction,刁晨曦被李莫言的书记住了,0
502,ba,ba_construction,高屹森把独轮车扔了,1
503,ba,ba_construction,高屹森被独轮车扔了,0
504,ba,ba_construction,张涛把杯子找了,1
505,ba,ba_construction,张涛被杯子找了,0
506,ba,ba_construction,罗西把论文讨论了,1
507,ba,ba_construction,罗西被论文讨论了,0
508,ba,ba_construction,徐伟的客人把饭店讨论了,1
509,ba,ba_construction,徐伟的客人被饭店讨论了,0
510,ba,ba_construction,杭美把投影机举了,1
511,ba,ba_construction,杭美被投影机举了,0
512,ba,ba_construction,王秀梅的牙医把眼睛带了,1
513,ba,ba_construction,王秀梅的牙医被眼睛带了,0
514,ba,ba_construction,赵梦婷把大衣穿了,1
515,ba,ba_construction,赵梦婷被大衣穿了,0
516,ba,ba_construction,这个男服务员把赵健杰的短文忘记了,1
517,ba,ba_construction,这个男服务员被赵健杰的短文忘记了,0
518,ba,ba_construction,有个女人的女儿们把玻璃打破了,1
519,ba,ba_construction,有个女人的女儿们被玻璃打破了,0
520,ba,ba_construction,那个顾客的皮肤科医生把小册子研究了,1
521,ba,ba_construction,那个顾客的皮肤科医生被小册子研究了,0
522,ba,ba_construction,李丹丹把鱼拿了,1
523,ba,ba_construction,李丹丹被鱼拿了,0
524,ba,ba_construction,何冰冰把衬衫举了,1
525,ba,ba_construction,何冰冰被衬衫举了,0
526,ba,ba_construction,那些学生把五大湖记住了,1
527,ba,ba_construction,那些学生被五大湖记住了,0
528,ba,ba_construction,刘霞把脸卖了,1
529,ba,ba_construction,刘霞被脸卖了,0
530,ba,ba_construction,陈桂兰的导师把脚拿了,1
531,ba,ba_construction,陈桂兰的导师被脚拿了,0
532,ba,ba_construction,王萍把分析忘记了,1
533,ba,ba_construction,王萍被分析忘记了,0
534,ba,ba_construction,那个顾客的水管工把博物馆调查了,1
535,ba,ba_construction,那个顾客的水管工被博物馆调查了,0
536,ba,ba_construction,李淑华把坡清洗了,1
537,ba,ba_construction,李淑华被坡清洗了,0
538,ba,ba_construction,赵佳莹母亲把严莉莉的故事研究了,1
539,ba,ba_construction,赵佳莹母亲被严莉莉的故事研究了,0
540,ba,ba_construction,孙一飞把连衣裙穿了,1
541,ba,ba_construction,孙一飞被连衣裙穿了,0
542,ba,ba_construction,马冬梅把鞋子洗了,1
543,ba,ba_construction,马冬梅被鞋子洗了,0
544,ba,ba_construction,高屹森把地毯搞乱了,1
545,ba,ba_construction,高屹森被地毯搞乱了,0
546,ba,ba_construction,宋瑞芝把王淑珍的评论扫描了,1
547,ba,ba_construction,宋瑞芝被王淑珍的评论扫描了,0
548,ba,ba_construction,这些青少年的女朋友把五大湖摆脱了,1
549,ba,ba_construction,这些青少年的女朋友被五大湖摆脱了,0
550,ba,ba_construction,刘思源的电工把电影研究了,1
551,ba,ba_construction,刘思源的电工被电影研究了,0
552,ba,ba_construction,这个男服务员把椅子打破了,1
553,ba,ba_construction,这个男服务员被椅子打破了,0
554,ba,ba_construction,罗西的参议员把购物中心摆脱了,1
555,ba,ba_construction,罗西的参议员被购物中心摆脱了,0
556,ba,ba_construction,有些女士把韩娟的印刷品拿了,1
557,ba,ba_construction,有些女士被韩娟的印刷品拿了,0
558,ba,ba_construction,董怡把银行转移了,1
559,ba,ba_construction,董怡被银行转移了,0
560,ba,ba_construction,黄敏把公园打扫了,1
561,ba,ba_construction,黄敏被公园打扫了,0
562,ba,ba_construction,秦凯把推车扔了,1
563,ba,ba_construction,秦凯被推车扔了,0
564,ba,ba_construction,刘超把周通的展出检查了,1
565,ba,ba_construction,刘超被周通的展出检查了,0
566,ba,ba_construction,孔薇把照片清洗了,1
567,ba,ba_construction,孔薇被照片清洗了,0
568,ba,ba_construction,克林顿夫妇把概要研究了,1
569,ba,ba_construction,克林顿夫妇被概要研究了,0
570,ba,ba_construction,有些女人的伙伴把汽车扔了,1
571,ba,ba_construction,有些女人的伙伴被汽车扔了,0
572,ba,ba_construction,沈辰把评论忘记了,1
573,ba,ba_construction,沈辰被评论忘记了,0
574,ba,ba_construction,戴楚楚的皮肤科医生把论文研究了,1
575,ba,ba_construction,戴楚楚的皮肤科医生被论文研究了,0
576,ba,ba_construction,这些女孩的父亲把戏剧扫描了,1
577,ba,ba_construction,这些女孩的父亲被戏剧扫描了,0
578,ba,ba_construction,叶凯琳的前男友把辣椒带了,1
579,ba,ba_construction,叶凯琳的前男友被辣椒带了,0
580,ba,ba_construction,那个参议员把冰柱带了,1
581,ba,ba_construction,那个参议员被冰柱带了,0
582,ba,ba_construction,吕小莲的孙女把独轮车打破了,1
583,ba,ba_construction,吕小莲的孙女被独轮车打破了,0
584,ba,ba_construction,有个人把林泽轩的报告研究了,1
585,ba,ba_construction,有个人被林泽轩的报告研究了,0
586,ba,ba_construction,郭瀚临的侄女把袜子带了,1
587,ba,ba_construction,郭瀚临的侄女被袜子带了,0
588,ba,ba_construction,高晗把协会调查了,1
589,ba,ba_construction,高晗被协会调查了,0
590,ba,ba_construction,这些学生的钢琴老师把王秀梅的评论描述了,1
591,ba,ba_construction,这些学生的钢琴老师被王秀梅的评论描述了,0
592,ba,ba_construction,丁雅静把立法机关转移了,1
593,ba,ba_construction,丁雅静被立法机关转移了,0
594,ba,ba_construction,戴楚楚把小册子扫描了,1
595,ba,ba_construction,戴楚楚被小册子扫描了,0
596,ba,ba_construction,王超的儿子把大衣洗了,1
597,ba,ba_construction,王超的儿子被大衣洗了,0
598,ba,ba_construction,汪乐知的侄女把分析检查了,1
599,ba,ba_construction,汪乐知的侄女被分析检查了,0
600,ba,ba_construction,王婷婷的祖母把山脉记住了,1
601,ba,ba_construction,王婷婷的祖母被山脉记住了,0
602,ba,ba_construction,何汉的钢琴老师把杂货商店拿了,1
603,ba,ba_construction,何汉的钢琴老师被杂货商店拿了,0
604,ba,ba_construction,张心仪把杯子打扫了,1
605,ba,ba_construction,张心仪被杯子打扫了,0
606,ba,ba_construction,有些女人的合作人把刘振平的故事扫描了,1
607,ba,ba_construction,有些女人的合作人被刘振平的故事扫描了,0
608,ba,ba_construction,凌菲把李天月的评论扫描了,1
609,ba,ba_construction,凌菲被李天月的评论扫描了,0
610,ba,ba_construction,叶梓的导师把叉子搞乱了,1
611,ba,ba_construction,叶梓的导师被叉子搞乱了,0
612,ba,ba_construction,这些老人的女儿们把敞篷车拿了,1
613,ba,ba_construction,这些老人的女儿们被敞篷车拿了,0
614,ba,ba_construction,那个出纳员的导师把牙齿卖了,1
615,ba,ba_construction,那个出纳员的导师被牙齿卖了,0
616,ba,ba_construction,这些患者的足病医生把马良的舞台剧研究了,1
617,ba,ba_construction,这些患者的足病医生被马良的舞台剧研究了,0
618,ba,ba_construction,刘桂兰把自行车打破了,1
619,ba,ba_construction,刘桂兰被自行车打破了,0
620,ba,ba_construction,刘雨欣把立法机关调查了,1
621,ba,ba_construction,刘雨欣被立法机关调查了,0
622,ba,ba_construction,沈佳宜的祖父把推车扔了,1
623,ba,ba_construction,沈佳宜的祖父被推车扔了,0
624,ba,ba_construction,那些男演员的皮肤科医生把医院描述了,1
625,ba,ba_construction,那些男演员的皮肤科医生被医院描述了,0
626,ba,ba_construction,韩梅梅把纪录片检查了,1
627,ba,ba_construction,韩梅梅被纪录片检查了,0
628,ba,ba_construction,吴美琳把杂货店打扫了,1
629,ba,ba_construction,吴美琳被杂货店打扫了,0
630,ba,ba_construction,仇一诺把蛇带了,1
631,ba,ba_construction,仇一诺被蛇带了,0
632,ba,ba_construction,马良把刺激找了,1
633,ba,ba_construction,马良被刺激找了,0
634,ba,ba_construction,方永晴把吴宇涛的报告扫描了,1
635,ba,ba_construction,方永晴被吴宇涛的报告扫描了,0
636,ba,ba_construction,这些行人把盘子打破了,1
637,ba,ba_construction,这些行人被盘子打破了,0
638,ba,ba_construction,陈俊把大学调查了,1
639,ba,ba_construction,陈俊被大学调查了,0
640,ba,ba_construction,王玉珍把王皓的传单讨论了,1
641,ba,ba_construction,王玉珍被王皓的传单讨论了,0
642,ba,ba_construction,刘雨欣把玻璃打扫了,1
643,ba,ba_construction,刘雨欣被玻璃打扫了,0
644,ba,ba_construction,王刚把叉子扔了,1
645,ba,ba_construction,王刚被叉子扔了,0
646,ba,ba_construction,王超把短裙穿了,1
647,ba,ba_construction,王超被短裙穿了,0
648,ba,ba_construction,姚美杏把医院调查了,1
649,ba,ba_construction,姚美杏被医院调查了,0
650,ba,ba_construction,有些男人的妻子把敞篷车扔了,1
651,ba,ba_construction,有些男人的妻子被敞篷车扔了,0
652,ba,ba_construction,柴静把艺术画廊讨论了,1
653,ba,ba_construction,柴静被艺术画廊讨论了,0
654,ba,ba_construction,公司把董玉洁的展出讨论了,1
655,ba,ba_construction,公司被董玉洁的展出讨论了,0
656,ba,ba_construction,有个顾客的电工把高中搞乱了,1
657,ba,ba_construction,有个顾客的电工被高中搞乱了,0
658,ba,ba_construction,钱伯谦把李伟的纪录片检查了,1
659,ba,ba_construction,钱伯谦被李伟的纪录片检查了,0
660,ba,ba_construction,伽利略把马车卖了,1
661,ba,ba_construction,伽利略被马车卖了,0
662,ba,ba_construction,吕小莲把哈佛大学调查了,1
663,ba,ba_construction,吕小莲被哈佛大学调查了,0
664,ba,ba_construction,张永祥把鞋子穿了,1
665,ba,ba_construction,张永祥被鞋子穿了,0
666,ba,ba_construction,这些人把概要讨论了,1
667,ba,ba_construction,这些人被概要讨论了,0
668,ba,ba_construction,那个家伙把绿洲拿了,1
669,ba,ba_construction,那个家伙被绿洲拿了,0
670,ba,ba_construction,有个女人把文章检查了,1
671,ba,ba_construction,有个女人被文章检查了,0
672,ba,ba_construction,有些行人把戏剧讨论了,1
673,ba,ba_construction,有些行人被戏剧讨论了,0
674,ba,ba_construction,陈晶的律师把图书举了,1
675,ba,ba_construction,陈晶的律师被图书举了,0
676,ba,ba_construction,这个儿童把报告研究了,1
677,ba,ba_construction,这个儿童被报告研究了,0
678,ba,ba_construction,克林顿夫妇把博物馆摆脱了,1
679,ba,ba_construction,克林顿夫妇被博物馆摆脱了,0
680,ba,ba_construction,有个老师把分析检查了,1
681,ba,ba_construction,有个老师被分析检查了,0
682,ba,ba_construction,那些女士把故事研究了,1
683,ba,ba_construction,那些女士被故事研究了,0
684,ba,ba_construction,赵健杰把论文检查了,1
685,ba,ba_construction,赵健杰被论文检查了,0
686,ba,ba_construction,有个司机把碟子打破了,1
687,ba,ba_construction,有个司机被碟子打破了,0
688,ba,ba_construction,赵健杰把周通的文章研究了,1
689,ba,ba_construction,赵健杰被周通的文章研究了,0
690,ba,ba_construction,张沛然把大衣穿了,1
691,ba,ba_construction,张沛然被大衣穿了,0
692,ba,ba_construction,绿洲把大学转移了,1
693,ba,ba_construction,绿洲被大学转移了,0
694,ba,ba_construction,谢梦梦表亲把袜子穿了,1
695,ba,ba_construction,谢梦梦表亲被袜子穿了,0
696,ba,ba_construction,协会把咖啡馆卖了,1
697,ba,ba_construction,协会被咖啡馆卖了,0
698,ba,ba_construction,张丽华把衬衫洗了,1
699,ba,ba_construction,张丽华被衬衫洗了,0
700,ba,ba_construction,楼梯把大学转移了,1
701,ba,ba_construction,楼梯被大学转移了,0
702,ba,ba_construction,那个顾客把汽车打扫了,1
703,ba,ba_construction,那个顾客被汽车打扫了,0
704,ba,ba_construction,王超把协会转移了,1
705,ba,ba_construction,王超被协会转移了,0
706,ba,ba_construction,杨铭把图书忘记了,1
707,ba,ba_construction,杨铭被图书忘记了,0
708,ba,ba_construction,张厚望把小册子研究了,1
709,ba,ba_construction,张厚望被小册子研究了,0
710,ba,ba_construction,谢天天把报告举了,1
711,ba,ba_construction,谢天天被报告举了,0
712,ba,ba_construction,有个校友把黄瓜卖了,1
713,ba,ba_construction,有个校友被黄瓜卖了,0
714,ba,ba_construction,许好把电影忘记了,1
715,ba,ba_construction,许好被电影忘记了,0
716,ba,ba_construction,郭瀚临把袜子穿了,1
717,ba,ba_construction,郭瀚临被袜子穿了,0
718,ba,ba_construction,有些学生把白饭清洗了,1
719,ba,ba_construction,有些学生被白饭清洗了,0
720,ba,ba_construction,马良把屏幕打破了,1
721,ba,ba_construction,马良被屏幕打破了,0
722,ba,ba_construction,许凯把山脉摆脱了,1
723,ba,ba_construction,许凯被山脉摆脱了,0
724,ba,ba_construction,谁把大学校园打扫了,1
725,ba,ba_construction,谁被大学校园打扫了,0
726,ba,ba_construction,医院把黄瓜卖了,1
727,ba,ba_construction,医院被黄瓜卖了,0
728,ba,ba_construction,陈红把绘画举了,1
729,ba,ba_construction,陈红被绘画举了,0
730,ba,ba_construction,李思佳的祖母把戏剧检查了,1
731,ba,ba_construction,李思佳的祖母被戏剧检查了,0
732,ba,ba_construction,林惠的祖父把图书研究了,1
733,ba,ba_construction,林惠的祖父被图书研究了,0
734,ba,ba_construction,庞华把杂货店讨论了,1
735,ba,ba_construction,庞华被杂货店讨论了,0
736,ba,ba_construction,这个校友的勤杂工把博物馆打扫了,1
737,ba,ba_construction,这个校友的勤杂工被博物馆打扫了,0
738,ba,ba_construction,那些顾客把棒冰带了,1
739,ba,ba_construction,那些顾客被棒冰带了,0
740,ba,ba_construction,李翔把委员会调查了,1
741,ba,ba_construction,李翔被委员会调查了,0
742,ba,ba_construction,王鑫把馅饼清洗了,1
743,ba,ba_construction,王鑫被馅饼清洗了,0
744,ba,ba_construction,这个参议员把高中搞乱了,1
745,ba,ba_construction,这个参议员被高中搞乱了,0
746,ba,ba_construction,李悦把大衣穿了,1
747,ba,ba_construction,李悦被大衣穿了,0
748,ba,ba_construction,王玉珍把连衣裙洗了,1
749,ba,ba_construction,王玉珍被连衣裙洗了,0
750,ba,ba_construction,舒婷把飞机卖了,1
751,ba,ba_construction,舒婷被飞机卖了,0
752,ba,ba_construction,那些客人的电工把西班牙调查了,1
753,ba,ba_construction,那些客人的电工被西班牙调查了,0
754,ba,ba_construction,莫奈的侄女把故事检查了,1
755,ba,ba_construction,莫奈的侄女被故事检查了,0
756,ba,ba_construction,这些行人的导师把邹雪辰的评论记住了,1
757,ba,ba_construction,这些行人的导师被邹雪辰的评论记住了,0
758,ba,ba_construction,刘旭敏把图书忘记了,1
759,ba,ba_construction,刘旭敏被图书忘记了,0
760,ba,ba_construction,那些女服务员的勤杂工把什么研究了,1
761,ba,ba_construction,那些女服务员的勤杂工被什么研究了,0
762,ba,ba_construction,有个男人把杯子扔了,1
763,ba,ba_construction,有个男人被杯子扔了,0
764,ba,ba_construction,唐月把椅子扔了,1
765,ba,ba_construction,唐月被椅子扔了,0
766,ba,ba_construction,孙文把博物馆调查了,1
767,ba,ba_construction,孙文被博物馆调查了,0
768,ba,ba_construction,金鹏把书研究了,1
769,ba,ba_construction,金鹏被书研究了,0
770,ba,ba_construction,有些学生的杂工把碟子打破了,1
771,ba,ba_construction,有些学生的杂工被碟子打破了,0
772,ba,ba_construction,刘桂珍把陈晶的舞台剧记住了,1
773,ba,ba_construction,刘桂珍被陈晶的舞台剧记住了,0
774,ba,ba_construction,刘颖把记录片描述了,1
775,ba,ba_construction,刘颖被记录片描述了,0
776,ba,ba_construction,刘超把椅子卖了,1
777,ba,ba_construction,刘超被椅子卖了,0
778,ba,ba_construction,有个女士把灯举了,1
779,ba,ba_construction,有个女士被灯举了,0
780,ba,ba_construction,郭佳茹的学生们把什么检查了,1
781,ba,ba_construction,郭佳茹的学生们被什么检查了,0
782,ba,ba_construction,温斯顿·丘吉尔把电影检查了,1
783,ba,ba_construction,温斯顿·丘吉尔被电影检查了,0
784,ba,ba_construction,陈天瑜把盒子清洗了,1
785,ba,ba_construction,陈天瑜被盒子清洗了,0
786,ba,ba_construction,这些孩子们把杂货店记住了,1
787,ba,ba_construction,这些孩子们被杂货店记住了,0
788,ba,ba_construction,罗西把毛衣举了,1
789,ba,ba_construction,罗西被毛衣举了,0
790,ba,ba_construction,有些男人把公园讨论了,1
791,ba,ba_construction,有些男人被公园讨论了,0
792,ba,ba_construction,那些女孩的姐妹把图纸带了,1
793,ba,ba_construction,那些女孩的姐妹被图纸带了,0
794,ba,ba_construction,马可把饭店摆脱了,1
795,ba,ba_construction,马可被饭店摆脱了,0
796,ba,ba_construction,杨颖的皮肤科医生把银行摆脱了,1
797,ba,ba_construction,杨颖的皮肤科医生被银行摆脱了,0
798,ba,ba_construction,贾雨静把陈志同的书忘记了,1
799,ba,ba_construction,贾雨静被陈志同的书忘记了,0
800,ba,ba_construction,窗口把协会转移了,1
801,ba,ba_construction,窗口被协会转移了,0
802,ba,ba_construction,陈志同把图书馆摆脱了,1
803,ba,ba_construction,陈志同被图书馆摆脱了,0
804,ba,ba_construction,薛雯的员工把杨波的舞台剧扫描了,1
805,ba,ba_construction,薛雯的员工被杨波的舞台剧扫描了,0
806,ba,ba_construction,张晓峰把书忘记了,1
807,ba,ba_construction,张晓峰被书忘记了,0
808,ba,ba_construction,这个男孩的肿瘤医师把杨波的报告检查了,1
809,ba,ba_construction,这个男孩的肿瘤医师被杨波的报告检查了,0
810,ba,ba_construction,刘振平把推车卖了,1
811,ba,ba_construction,刘振平被推车卖了,0
812,ba,ba_construction,董玉洁的父亲把姚美杏的展出忘记了,1
813,ba,ba_construction,董玉洁的父亲被姚美杏的展出忘记了,0
814,ba,ba_construction,王皓把电影扫描了,1
815,ba,ba_construction,王皓被电影扫描了,0
816,ba,ba_construction,赵菁菁把脚打破了,1
817,ba,ba_construction,赵菁菁被脚打破了,0
818,ba,ba_construction,路德教会把王靖瑶的评论检查了,1
819,ba,ba_construction,路德教会被王靖瑶的评论检查了,0
820,ba,ba_construction,这个老师的承包商把独轮车扔了,1
821,ba,ba_construction,这个老师的承包商被独轮车扔了,0
822,ba,ba_construction,那个男演员把报纸文章忘记了,1
823,ba,ba_construction,那个男演员被报纸文章忘记了,0
824,ba,ba_construction,杭美把阶梯清洗了,1
825,ba,ba_construction,杭美被阶梯清洗了,0
826,ba,ba_construction,张厚望的兄弟把面包带了,1
827,ba,ba_construction,张厚望的兄弟被面包带了,0
828,ba,ba_construction,分析把分析讨论了,1
829,ba,ba_construction,分析被分析讨论了,0
830,ba,ba_construction,印象派的朋友把书忘记了,1
831,ba,ba_construction,印象派的朋友被书忘记了,0
832,ba,ba_construction,有个参议员的牙医把庞华的评论讨论了,1
833,ba,ba_construction,有个参议员的牙医被庞华的评论讨论了,0
834,ba,ba_construction,王皓的孙女把冰川摆脱了,1
835,ba,ba_construction,王皓的孙女被冰川摆脱了,0
836,ba,ba_construction,虞佳蓉把沙发搞乱了,1
837,ba,ba_construction,虞佳蓉被沙发搞乱了,0
838,ba,ba_construction,王芳把独轮车打破了,1
839,ba,ba_construction,王芳被独轮车打破了,0
840,ba,ba_construction,高晗把公园摆脱了,1
841,ba,ba_construction,高晗被公园摆脱了,0
842,ba,ba_construction,唐月把推车扔了,1
843,ba,ba_construction,唐月被推车扔了,0
844,ba,ba_construction,张兴把戏剧检查了,1
845,ba,ba_construction,张兴被戏剧检查了,0
846,ba,ba_construction,张超的合作人把关彤彤的图片拿了,1
847,ba,ba_construction,张超的合作人被关彤彤的图片拿了,0
848,ba,ba_construction,王皓把艺术画廊带了,1
849,ba,ba_construction,王皓被艺术画廊带了,0
850,ba,ba_construction,许逸航把碟子扔了,1
851,ba,ba_construction,许逸航被碟子扔了,0
852,ba,ba_construction,仇一诺把叉子带了,1
853,ba,ba_construction,仇一诺被叉子带了,0
854,ba,ba_construction,刘桂珍把饭店摆脱了,1
855,ba,ba_construction,刘桂珍被饭店摆脱了,0
856,ba,ba_construction,唐月把陈志同的传单检查了,1
857,ba,ba_construction,唐月被陈志同的传单检查了,0
858,ba,ba_construction,卢诗韵把医院转移了,1
859,ba,ba_construction,卢诗韵被医院转移了,0
860,ba,ba_construction,那些女人的导师把博物馆打扫了,1
861,ba,ba_construction,那些女人的导师被博物馆打扫了,0
862,ba,ba_construction,凌菲把苹果拿了,1
863,ba,ba_construction,凌菲被苹果拿了,0
864,ba,ba_construction,何汉把蜡烛清洗了,1
865,ba,ba_construction,何汉被蜡烛清洗了,0
866,ba,ba_construction,宋兆旭把图片拿了,1
867,ba,ba_construction,宋兆旭被图片拿了,0
868,ba,ba_construction,唐月把视窗扔了,1
869,ba,ba_construction,唐月被视窗扔了,0
870,ba,ba_construction,孟杰把推车扔了,1
871,ba,ba_construction,孟杰被推车扔了,0
872,ba,ba_construction,委员会把飞机卖了,1
873,ba,ba_construction,委员会被飞机卖了,0
874,ba,ba_construction,王磊把绿洲举了,1
875,ba,ba_construction,王磊被绿洲举了,0
876,ba,ba_construction,赵乾把图书扫描了,1
877,ba,ba_construction,赵乾被图书扫描了,0
878,ba,ba_construction,赵乾把棒冰举了,1
879,ba,ba_construction,赵乾被棒冰举了,0
880,ba,ba_construction,组织机构把电影忘记了,1
881,ba,ba_construction,组织机构被电影忘记了,0
882,ba,ba_construction,张沛然把西班牙记住了,1
883,ba,ba_construction,张沛然被西班牙记住了,0
884,ba,ba_construction,刘雨欣把手套搞乱了,1
885,ba,ba_construction,刘雨欣被手套搞乱了,0
886,ba,ba_construction,这个出纳员的参议员把独轮车卖了,1
887,ba,ba_construction,这个出纳员的参议员被独轮车卖了,0
888,ba,ba_construction,刘志强把李思彤的印刷品清洗了,1
889,ba,ba_construction,刘志强被李思彤的印刷品清洗了,0
890,ba,ba_construction,王泽爽的父亲把高晗的书忘记了,1
891,ba,ba_construction,王泽爽的父亲被高晗的书忘记了,0
892,ba,ba_construction,何汉把杨桂英的短文研究了,1
893,ba,ba_construction,何汉被杨桂英的短文研究了,0
894,ba,ba_construction,赵佳莹把蘑菇卖了,1
895,ba,ba_construction,赵佳莹被蘑菇卖了,0
896,ba,ba_construction,石文静的儿子把镜子打破了,1
897,ba,ba_construction,石文静的儿子被镜子打破了,0
898,ba,ba_construction,有个男演员把医院调查了,1
899,ba,ba_construction,有个男演员被医院调查了,0
900,ba,ba_construction,杨芳把香蕉举了,1
901,ba,ba_construction,杨芳被香蕉举了,0
902,ba,ba_construction,刘雨欣把钱伯谦的故事扫描了,1
903,ba,ba_construction,刘雨欣被钱伯谦的故事扫描了,0
904,ba,ba_construction,刘思源的医生把眼睛找了,1
905,ba,ba_construction,刘思源的医生被眼睛找了,0
906,ba,ba_construction,张超把裤子洗了,1
907,ba,ba_construction,张超被裤子洗了,0
908,ba,ba_construction,薛雯把报纸文章研究了,1
909,ba,ba_construction,薛雯被报纸文章研究了,0
910,ba,ba_construction,刘聪聪的孙女把唐月的报告记住了,1
911,ba,ba_construction,刘聪聪的孙女被唐月的报告记住了,0
912,ba,ba_construction,张敏敏把书找了,1
913,ba,ba_construction,张敏敏被书找了,0
914,ba,ba_construction,有个医生把香菜拿了,1
915,ba,ba_construction,有个医生被香菜拿了,0
916,ba,ba_construction,毛妍纯把帽子拿了,1
917,ba,ba_construction,毛妍纯被帽子拿了,0
918,ba,ba_construction,林雨桐把艺术画廊打扫了,1
919,ba,ba_construction,林雨桐被艺术画廊打扫了,0
920,ba,ba_construction,庞华把玻璃扔了,1
921,ba,ba_construction,庞华被玻璃扔了,0
922,ba,ba_construction,黄敏把椅子带了,1
923,ba,ba_construction,黄敏被椅子带了,0
924,ba,ba_construction,徐伟把聚光灯举了,1
925,ba,ba_construction,徐伟被聚光灯举了,0
926,ba,ba_construction,卢诗韵把女士衬衫洗了,1
927,ba,ba_construction,卢诗韵被女士衬衫洗了,0
928,ba,ba_construction,包曼玉的最好的朋友把小册子清洗了,1
929,ba,ba_construction,包曼玉的最好的朋友被小册子清洗了,0
930,ba,ba_construction,窗口把组织机构转移了,1
931,ba,ba_construction,窗口被组织机构转移了,0
932,ba,ba_construction,李淑华把小册子忘记了,1
933,ba,ba_construction,李淑华被小册子忘记了,0
934,ba,ba_construction,这些儿童的兄弟把电影院讨论了,1
935,ba,ba_construction,这些儿童的兄弟被电影院讨论了,0
936,ba,ba_construction,杨桂英把论文扫描了,1
937,ba,ba_construction,杨桂英被论文扫描了,0
938,ba,ba_construction,张永祥把碟子举了,1
939,ba,ba_construction,张永祥被碟子举了,0
940,ba,ba_construction,陈丽把杂货店打扫了,1
941,ba,ba_construction,陈丽被杂货店打扫了,0
942,ba,ba_construction,有个校友的承包商把图书馆搞乱了,1
943,ba,ba_construction,有个校友的承包商被图书馆搞乱了,0
944,ba,ba_construction,有个医生的孙子把眼镜举了,1
945,ba,ba_construction,有个医生的孙子被眼镜举了,0
946,ba,ba_construction,那些孩子们把银行调查了,1
947,ba,ba_construction,那些孩子们被银行调查了,0
948,ba,ba_construction,马娟把评论扫描了,1
949,ba,ba_construction,马娟被评论扫描了,0
950,ba,ba_construction,许逸航把电脑卖了,1
951,ba,ba_construction,许逸航被电脑卖了,0
952,ba,ba_construction,叶梓把王金凤的评论描述了,1
953,ba,ba_construction,叶梓被王金凤的评论描述了,0
954,ba,ba_construction,这些人把饭店摆脱了,1
955,ba,ba_construction,这些人被饭店摆脱了,0
956,ba,ba_construction,陈桂兰把银行清洗了,1
957,ba,ba_construction,陈桂兰被银行清洗了,0
958,ba,ba_construction,政府把山脉记住了,1
959,ba,ba_construction,政府被山脉记住了,0
960,ba,ba_construction,徐洁把学校调查了,1
961,ba,ba_construction,徐洁被学校调查了,0
962,ba,ba_construction,张伟把学校摆脱了,1
963,ba,ba_construction,张伟被学校摆脱了,0
964,ba,ba_construction,万智芸把文章检查了,1
965,ba,ba_construction,万智芸被文章检查了,0
966,ba,ba_construction,张秀兰把故事扫描了,1
967,ba,ba_construction,张秀兰被故事扫描了,0
968,ba,ba_construction,赵唱把眼镜搞乱了,1
969,ba,ba_construction,赵唱被眼镜搞乱了,0
970,ba,ba_construction,这个儿童的父亲们把短裙洗了,1
971,ba,ba_construction,这个儿童的父亲们被短裙洗了,0
972,ba,ba_construction,有些舞蹈家的学员把咖啡店记住了,1
973,ba,ba_construction,有些舞蹈家的学员被咖啡店记住了,0
974,ba,ba_construction,谢梦梦把委员会调查了,1
975,ba,ba_construction,谢梦梦被委员会调查了,0
976,ba,ba_construction,张婷的祖母把概要检查了,1
977,ba,ba_construction,张婷的祖母被概要检查了,0
978,ba,ba_construction,李倩倩把地毯打扫了,1
979,ba,ba_construction,李倩倩被地毯打扫了,0
980,ba,ba_construction,李春梅的祖父把馅饼找了,1
981,ba,ba_construction,李春梅的祖父被馅饼找了,0
982,ba,ba_construction,这些顾客的电工把叉子拿了,1
983,ba,ba_construction,这些顾客的电工被叉子拿了,0
984,ba,ba_construction,那个年轻人的电工把贾栋的文章记住了,1
985,ba,ba_construction,那个年轻人的电工被贾栋的文章记住了,0
986,ba,ba_construction,有个医生把报纸文章带了,1
987,ba,ba_construction,有个医生被报纸文章带了,0
988,ba,ba_construction,魏新宇的导师把高中打扫了,1
989,ba,ba_construction,魏新宇的导师被高中打扫了,0
990,ba,ba_construction,谁把分析记住了,1
991,ba,ba_construction,谁被分析记住了,0
992,ba,ba_construction,关彤彤的前男友把汽车搞乱了,1
993,ba,ba_construction,关彤彤的前男友被汽车搞乱了,0
994,ba,ba_construction,张欣然把刁晨曦的传单检查了,1
995,ba,ba_construction,张欣然被刁晨曦的传单检查了,0
996,ba,ba_construction,陈天瑜把哈佛大学描述了,1
997,ba,ba_construction,陈天瑜被哈佛大学描述了,0
998,ba,ba_construction,陈桂兰把牙齿打破了,1
999,ba,ba_construction,陈桂兰被牙齿打破了,0
1000,ba,ba_construction,那个人的妻子把马找了,1
1001,ba,ba_construction,那个人的妻子被马找了,0
1002,ba,ba_construction,李思佳把核找了,1
1003,ba,ba_construction,李思佳被核找了,0
1004,ba,ba_construction,崔思雨把饭店打扫了,1
1005,ba,ba_construction,崔思雨被饭店打扫了,0
1006,ba,ba_construction,张欣然的同事把汽车搞乱了,1
1007,ba,ba_construction,张欣然的同事被汽车搞乱了,0
1008,ba,ba_construction,黄秀英把分析描述了,1
